,Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
1129,0,Victor Oladipo,Indiana Pacers,East,"Dec 11, 2017",G,76,210,25,2013,4,2017-2018,2018,0.5
1130,0,Kevin Durant,Golden State Warriors,West,"Dec 11, 2017",SF,81,240,29,2007,10,2017-2018,2018,0.5
1131,0,LeBron James,Cleveland Cavaliers,East,"Dec 4, 2017",F,80,250,33,2003,14,2017-2018,2018,0.5
1132,0,James Harden,Houston Rockets,West,"Dec 4, 2017",SG,77,220,28,2009,8,2017-2018,2018,0.5
1133,0,Goran Dragic,Miami Heat,East,"Nov 27, 2017",G,75,190,31,2008,9,2017-2018,2018,0.5
1134,0,Anthony Davis,New Orleans Pelicans,West,"Nov 27, 2017",PF,82,253,24,2012,5,2017-2018,2018,0.5
1135,0,DeMar DeRozan,Toronto Raptors,East,"Nov 20, 2017",GF,79,220,28,2009,8,2017-2018,2018,0.5
1136,0,Karl-Anthony Towns,Minnesota Timberwolves,West,"Nov 20, 2017",C,84,244,22,2015,2,2017-2018,2018,0.5
1137,0,Tobias Harris,Detroit Pistons,East,"Nov 13, 2017",F,81,235,25,2011,6,2017-2018,2018,0.5
1138,0,Nikola Jokic,Denver Nuggets,West,"Nov 13, 2017",C,84,250,23,2014,2,2017-2018,2018,0.5
1139,0,Kristaps Porzingis,New York Knicks,East,"Nov 6, 2017",FC,87,240,22,2015,2,2017-2018,2018,0.5
1140,0,James Harden,Houston Rockets,West,"Nov 6, 2017",SG,77,220,28,2009,8,2017-2018,2018,0.5
1141,0,Victor Oladipo,Indiana Pacers,East,"Oct 30, 2017",G,76,210,25,2013,4,2017-2018,2018,0.5
1142,0,DeMarcus Cousins,New Orleans Pelicans,West,"Oct 30, 2017",C,83,270,27,2010,7,2017-2018,2018,0.5
1143,0,Giannis Antetokounmpo,Milwaukee Bucks,East,"Oct 23, 2017",F,83,242,23,2013,4,2017-2018,2018,0.5
1144,0,James Harden,Houston Rockets,West,"Oct 23, 2017",SG,77,220,28,2009,8,2017-2018,2018,0.5
1145,1,Nikola Vucevic,Orlando Magic,East,"Nov 19, 2018",PF,84,260,28,2011,7,2018-2019,2019,0.5
1146,1,Anthony Davis,New Orleans Pelicans,West,"Nov 19, 2018",PF,82,253,25,2012,6,2018-2019,2019,0.5
1147,1,Pascal Siakam,Toronto Raptors,East,"Nov 12, 2018",F,81,230,25,2016,2,2018-2019,2019,0.5
1148,1,C.J. McCollum,Portland Trail Blazers,West,"Nov 12, 2018",G,75,190,27,2013,5,2018-2019,2019,0.5
1149,1,Victor Oladipo,Indiana Pacers,East,"Nov 5, 2018",G,76,210,26,2013,5,2018-2019,2019,0.5
1150,1,Russell Westbrook,Oklahoma City Thunder,West,"Nov 5, 2018",G,75,200,30,2008,10,2018-2019,2019,0.5
1151,1,Giannis Antetokounmpo,Milwaukee Bucks,East,"Oct 29, 2018",F,83,242,24,2013,5,2018-2019,2019,0.5
1152,1,Stephen Curry,Golden State Warriors,West,"Oct 29, 2018",G,75,190,30,2009,9,2018-2019,2019,0.5
1153,1,Kemba Walker,Charlotte Hornets,East,"Oct 22, 2018",G,73,184,28,2011,7,2018-2019,2019,0.5
1154,1,Nikola Jokic,Denver Nuggets,West,"Oct 22, 2018",C,84,250,24,2014,3,2018-2019,2019,0.5
